1.7249,0.5839
2.849,-0.9857
-0.4653,0.239
-1.6388,0.1675
-1.7371,0.7974
-1.2702,0.8317
-0.1325,-0.6028
0.4306,0.9206
-2.0193,-0.5971
2.4099,-0.6351
-2.0926,-0.6535
1.8118,-0.1778
-1.8702,0.4994
-1.269,0.0366
2.7724,0.7225
-0.6574,-0.3793
-0.155,-0.3998
0.0191,0.2575
3.0146,0.549
1.7311,-0.7076
-2.4962,-0.5123
-0.1834,-0.0596
-2.5238,-0.2385
-2.569,-0.9073
-0.9508,0.6021
0.687,0.0365
-1.6023,0.5146
2.2534,-0.9078
-0.9636,0.2036
-2.2907,-0.4764
2.2291,0.8345
-0.4994,-0.5709
2.6425,0.5521
-2.3718,-0.227
-3.0775,-0.9453
3.0553,-0.0015
0.8674,-0.6531
-2.5157,0.2733
-0.6955,-0.4193
1.3878,0.7783
-1.2048,-0.5761
0.8949,-0.4627
-2.1669,0.0572
1.0267,0.8709
1.7376,0.7612
1.4913,0.9821
2.2355,-0.3791
0.0135,-0.8317
1.9102,-0.5634
0.3279,-0.9685
2.4735,-0.9146
0.6231,-0.1667
1.1076,0.3813
-1.8826,-0.8109
-2.8551,-0.4806
-0.591,0.3379
-2.9093,0.4999
-1.1772,0.6275
0.7574,0.8044
-2.482,0.4311
-2.1297,-0.6363
0.488,0.8503
2.7209,0.9021
-2.3358,-0.7096
0.1844,0.2263
1.8527,-0.3983
-1.7284,0.7319
2.6606,0.0193
2.758,-0.8929
-0.3213,0.719
-2.8677,-0.2533
-2.7086,-0.1956
2.5815,0.1493
2.6357,0.6568
0.7069,-0.3513
1.0779,-0.2045
1.6132,-0.1608
1.577,-0.1581
-2.3394,0.9928
2.2254,0.3659
2.7507,0.6941
-2.1125,0.2716
-2.3356,0.6109
0.6932,-0.4577
0.7692,0.4892
0.5325,0.6033
-2.1571,-0.3716
1.9943,0.1512
0.3092,-0.5983
-3.0753,-0.0941
0.9805,-0.0005
2.3817,0.9238
-3.1331,-0.6726
0.0824,0.5934
-0.278,-0.229
-0.595,-0.405
0.0037,-0.915
1.0127,0.5694
-0.6508,-0.4755
0.8064,-0.6722
