-3.1241,-0.8595
1.2305,-0.2985
-1.3347,0.6587
-1.2027,0.2009
-1.1568,-0.6165
-2.8123,0.7249
-2.7759,0.3637
2.226,-0.578
-2.0446,-0.8172
-2.2164,0.671
0.621,0.2574
2.1838,-0.7617
-0.7903,-0.6389
2.4092,-0.7319
-0.7385,0.8384
-1.8383,0.8038
1.4228,-0.8355
-1.0152,0.6311
3.0993,-0.5511
-1.9561,-0.7792
1.5068,0.8874
-2.7695,-0.862
-2.1588,-0.6247
1.1735,0.4658
-0.5899,0.3606
1.5987,-0.586
-2.9952,0.5747
1.5716,0.1295
-1.2135,0.771
-2.9967,-0.054
2.1326,0.8239
-1.3759,0.6252
-2.1114,0.848
1.3249,-0.3827
1.2322,-0.5868
2.8741,0.4956
-0.9064,0.7268
1.8974,0.5487
-1.688,-0.227
-0.0415,0.3486
2.6897,0.1971
0.8139,-0.947
-1.1401,0.3148
-2.6264,-0.916
-2.8513,-0.3036
2.8122,-0.2825
-1.1402,-0.6049
-1.3206,0.4361
0.9137,-0.9407
0.8723,0.9776
-1.1612,-0.0348
-1.8931,-0.018
-1.4873,-0.3652
1.1881,0.8936
-3.1036,0.9632
-2.8946,0.6595
-1.5123,-0.4924
0.0251,0.5087
-1.9308,-0.6878
-0.8425,0.0546
-1.2201,-0.9083
-1.2815,-0.3347
3.0198,-0.4502
-1.9504,-0.0382
0.0171,-0.9951
-2.4246,-0.1652
1.7974,0.1953
-2.0203,0.2273
-0.362,0.2043
2.742,-0.422
2.3055,-0.2436
2.9201,-0.9487
-0.8668,0.6233
-0.9924,-0.0431
2.9623,-0.6115
1.7682,0.8174
-2.8372,0.9252
1.9937,-0.4678
-0.3537,-0.9178
1.7344,-0.8895
1.4318,0.5979
-0.5389,-0.2296
1.567,0.5069
1.1399,-0.0023
-1.8947,-0.1422
-1.4118,-0.1665
-2.6983,-0.5356
-1.3099,-0.7228
2.461,-0.61
-2.7348,-0.759
1.6353,-0.5893
-0.7457,0.471
-0.6241,-0.9477
2.7355,-0.2516
-2.6855,0.1152
-0.1347,0.8176
-0.8609,0.5933
-2.3046,-0.5123
2.7852,-0.0299
0.9839,-0.9809
